3.40E-03	1.37E+10
3.60E-03	1.28E+10
3.80E-03	9.86E+09
4.00E-03	1.23E+10
4.25E-03	1.41E+10
4.50E-03	1.16E+10
4.75E-03	1.01E+10
5.00E-03	1.43E+10
5.25E-03	1.06E+10
5.50E-03	1.09E+10
5.75E-03	1.17E+10
6.00E-03	1.02E+10
6.30E-03	9.97E+09
6.60E-03	1.39E+10
6.90E-03	1.02E+10
7.20E-03	9.75E+09
7.60E-03	1.08E+10
8.00E-03	1.20E+10
8.40E-03	1.16E+10
8.80E-03	1.20E+10
9.20E-03	9.11E+09
9.60E-03	1.21E+10
1.00E-02	1.10E+10
1.05E-02	1.18E+10
1.10E-02	9.45E+09
1.15E-02	1.04E+10
1.20E-02	1.01E+10
1.28E-02	1.73E+10
1.35E-02	1.50E+10
1.43E-02	1.99E+10
1.50E-02	1.03E+10
1.60E-02	1.95E+10
1.70E-02	1.54E+10
1.80E-02	1.26E+10
1.90E-02	8.94E+09
2.00E-02	1.39E+10
2.10E-02	1.31E+10
2.20E-02	1.35E+10
2.30E-02	9.96E+09
2.40E-02	1.20E+10
2.55E-02	1.43E+10
2.70E-02	1.51E+10
2.80E-02	6.46E+09
3.00E-02	1.67E+10
3.20E-02	1.50E+10
3.40E-02	1.57E+10
3.60E-02	1.16E+10
3.80E-02	1.25E+10
4.00E-02	1.25E+10
4.25E-02	1.76E+10
4.50E-02	1.41E+10
4.75E-02	1.22E+10
5.00E-02	1.76E+10
5.25E-02	1.63E+10
5.50E-02	2.01E+10
5.75E-02	1.47E+10
6.00E-02	1.28E+10
6.30E-02	1.49E+10
6.60E-02	1.27E+10
6.90E-02	8.74E+09
7.20E-02	1.10E+10
7.60E-02	1.48E+10
8.00E-02	1.47E+10
8.40E-02	1.84E+10
8.80E-02	1.21E+10
9.20E-02	2.03E+10
9.60E-02	1.21E+10
1.00E-01	9.12E+09
1.05E-01	1.38E+10
1.10E-01	2.01E+10
1.15E-01	1.30E+10
1.20E-01	1.42E+10
1.28E-01	2.87E+10
1.35E-01	2.10E+10
1.43E-01	2.06E+10
1.50E-01	1.47E+10
1.60E-01	2.12E+10
1.70E-01	2.89E+10
1.80E-01	2.83E+10
1.90E-01	2.33E+10
2.00E-01	2.14E+10
2.10E-01	2.04E+10
2.20E-01	2.06E+10
2.30E-01	1.61E+10
2.40E-01	1.52E+10
2.55E-01	2.26E+10
2.70E-01	3.08E+10
2.80E-01	1.38E+10
3.00E-01	3.16E+10
3.20E-01	3.80E+10
3.40E-01	3.16E+10
3.60E-01	3.03E+10
3.80E-01	3.54E+10
4.00E-01	2.21E+10
4.25E-01	3.29E+10
4.50E-01	2.76E+10
4.75E-01	3.92E+10
5.00E-01	2.41E+10
5.25E-01	2.47E+10
5.50E-01	2.80E+10
5.75E-01	2.28E+10
6.00E-01	2.77E+10
6.30E-01	2.60E+10
6.60E-01	2.69E+10
6.90E-01	3.12E+10
7.20E-01	3.26E+10
7.60E-01	3.63E+10
8.00E-01	3.39E+10
8.40E-01	3.53E+10
8.80E-01	2.67E+10
9.20E-01	3.89E+10
9.60E-01	2.96E+10
1.00E+00	2.32E+10
1.10E+00	6.17E+10
1.20E+00	6.06E+10
1.30E+00	6.32E+10
1.40E+00	6.79E+10
1.50E+00	6.54E+10
1.60E+00	5.02E+10
1.70E+00	5.29E+10
1.80E+00	4.76E+10
1.90E+00	4.96E+10
2.00E+00	4.59E+10
2.10E+00	3.27E+10
2.20E+00	3.66E+10
2.30E+00	3.47E+10
2.40E+00	3.66E+10
2.50E+00	3.02E+10
2.60E+00	2.17E+10
2.70E+00	1.79E+10
2.80E+00	2.18E+10
2.90E+00	2.09E+10
3.00E+00	1.44E+10
3.10E+00	1.39E+10
3.20E+00	1.30E+10
3.30E+00	1.30E+10
3.40E+00	1.16E+10
3.50E+00	1.20E+10
3.60E+00	9.23E+09
3.70E+00	1.24E+10
3.80E+00	1.31E+10
3.90E+00	1.05E+10
4.00E+00	1.25E+10
4.10E+00	1.50E+10
4.20E+00	8.28E+09
4.30E+00	7.39E+09
4.40E+00	6.13E+09
4.50E+00	7.78E+09
4.60E+00	9.21E+09
4.70E+00	8.18E+09
4.80E+00	8.85E+09
4.90E+00	6.57E+09
5.00E+00	6.78E+09
5.10E+00	5.97E+09
5.20E+00	5.62E+09
5.30E+00	5.28E+09
5.40E+00	4.96E+09
5.50E+00	4.66E+09
5.60E+00	4.38E+09
5.70E+00	4.12E+09
5.80E+00	3.87E+09
5.90E+00	3.64E+09
6.00E+00	3.42E+09
6.10E+00	3.22E+09
6.20E+00	3.02E+09
6.30E+00	2.84E+09
6.40E+00	2.67E+09
6.50E+00	2.51E+09
6.60E+00	2.36E+09
6.70E+00	2.22E+09
6.80E+00	2.08E+09
6.90E+00	1.96E+09
7.00E+00	1.84E+09
7.10E+00	1.73E+09
7.20E+00	1.63E+09
7.30E+00	1.53E+09
7.40E+00	1.44E+09
7.50E+00	1.35E+09
7.60E+00	1.27E+09
7.70E+00	1.19E+09
7.80E+00	1.12E+09
7.90E+00	1.05E+09
8.00E+00	9.92E+08
8.10E+00	9.32E+08
8.20E+00	8.76E+08
8.30E+00	8.23E+08
8.40E+00	7.74E+08
8.50E+00	7.27E+08
8.60E+00	6.84E+08
8.70E+00	6.43E+08
8.80E+00	6.04E+08
8.90E+00	5.68E+08
9.00E+00	5.34E+08
9.10E+00	5.02E+08
9.20E+00	4.72E+08
9.30E+00	4.43E+08
9.40E+00	4.17E+08
9.50E+00	3.92E+08
9.60E+00	3.68E+08
9.70E+00	3.46E+08
9.80E+00	3.25E+08
9.90E+00	3.06E+08
1.00E+01	2.87E+08
1.01E+01	2.70E+08
1.02E+01	2.54E+08
1.03E+01	2.39E+08
1.04E+01	2.24E+08
1.05E+01	2.11E+08
1.06E+01	1.98E+08
1.07E+01	1.86E+08
1.08E+01	1.75E+08
1.09E+01	1.65E+08
1.10E+01	1.55E+08
1.11E+01	1.45E+08
1.12E+01	1.37E+08
1.13E+01	1.28E+08
1.14E+01	1.21E+08
1.15E+01	1.13E+08
1.16E+01	1.07E+08
1.17E+01	1.00E+08
1.18E+01	9.42E+07
1.19E+01	8.86E+07
1.20E+01	8.33E+07
1.21E+01	7.83E+07
1.22E+01	7.36E+07
1.23E+01	6.91E+07
1.24E+01	6.50E+07
1.25E+01	6.11E+07
1.26E+01	5.74E+07
1.27E+01	5.40E+07
1.28E+01	5.07E+07
1.29E+01	4.77E+07
1.30E+01	4.48E+07
1.31E+01	4.21E+07
1.32E+01	3.96E+07
1.33E+01	3.72E+07
1.34E+01	3.50E+07
1.35E+01	3.29E+07
1.36E+01	3.09E+07
1.37E+01	2.91E+07
1.38E+01	2.73E+07
1.39E+01	2.57E+07
1.40E+01	2.41E+07
1.41E+01	2.27E+07
1.42E+01	2.13E+07
1.43E+01	2.00E+07
1.44E+01	1.88E+07
1.45E+01	1.77E+07
1.46E+01	1.66E+07
1.47E+01	1.56E+07
1.48E+01	1.47E+07
1.49E+01	1.38E+07
1.50E+01	1.30E+07
1.51E+01	1.22E+07
1.52E+01	1.15E+07
1.53E+01	1.08E+07
1.54E+01	1.01E+07
1.55E+01	9.53E+06
1.56E+01	8.96E+06
1.57E+01	8.42E+06
1.58E+01	7.91E+06
1.59E+01	7.44E+06
1.60E+01	6.99E+06
1.61E+01	6.57E+06
1.62E+01	6.18E+06
1.63E+01	5.81E+06
1.64E+01	5.46E+06
1.65E+01	5.13E+06
1.66E+01	4.82E+06
1.67E+01	4.53E+06
1.68E+01	4.26E+06
1.69E+01	4.00E+06
1.70E+01	3.76E+06
1.71E+01	3.54E+06
1.72E+01	3.33E+06
1.73E+01	3.13E+06
1.74E+01	2.94E+06
1.75E+01	2.76E+06
1.76E+01	2.60E+06
1.77E+01	2.44E+06
1.78E+01	2.29E+06
1.79E+01	2.16E+06
1.80E+01	2.03E+06
1.81E+01	1.90E+06
1.82E+01	1.79E+06
1.83E+01	1.68E+06
1.84E+01	1.58E+06
1.85E+01	1.49E+06
1.86E+01	1.40E+06
1.87E+01	1.31E+06
1.88E+01	1.23E+06
1.89E+01	1.16E+06
1.90E+01	1.09E+06
1.91E+01	1.03E+06
1.92E+01	9.64E+05
1.93E+01	9.06E+05
1.94E+01	8.51E+05
1.95E+01	8.00E+05
1.96E+01	7.52E+05
1.97E+01	7.07E+05
1.98E+01	6.64E+05
1.99E+01	6.25E+05
2.00E+01	5.87E+05
